filename,split,recording_id,language,duration_s,speaker_id
indicsynth_Bengali_00000.wav,train,indicsynth_Bengali_00000,Bengali,6.420,
indicsynth_Bengali_00001.wav,train,indicsynth_Bengali_00001,Bengali,6.420,
indicsynth_Bengali_00002.wav,train,indicsynth_Bengali_00002,Bengali,6.420,
indicsynth_Bengali_00003.wav,train,indicsynth_Bengali_00003,Bengali,6.420,
indicsynth_Bengali_00004.wav,train,indicsynth_Bengali_00004,Bengali,6.420,
indicsynth_Bengali_00005.wav,train,indicsynth_Bengali_00005,Bengali,6.420,
indicsynth_Bengali_00006.wav,train,indicsynth_Bengali_00006,Bengali,6.420,
indicsynth_Bengali_00007.wav,train,indicsynth_Bengali_00007,Bengali,6.420,
indicsynth_Bengali_00008.wav,train,indicsynth_Bengali_00008,Bengali,6.420,
indicsynth_Bengali_00009.wav,train,indicsynth_Bengali_00009,Bengali,6.420,
indicsynth_Bengali_00010.wav,train,indicsynth_Bengali_00010,Bengali,6.420,
indicsynth_Bengali_00011.wav,train,indicsynth_Bengali_00011,Bengali,6.420,
indicsynth_Bengali_00012.wav,train,indicsynth_Bengali_00012,Bengali,6.420,
indicsynth_Bengali_00013.wav,train,indicsynth_Bengali_00013,Bengali,6.420,
indicsynth_Bengali_00014.wav,train,indicsynth_Bengali_00014,Bengali,6.420,
indicsynth_Bengali_00015.wav,train,indicsynth_Bengali_00015,Bengali,6.420,
indicsynth_Bengali_00016.wav,train,indicsynth_Bengali_00016,Bengali,6.420,
indicsynth_Bengali_00017.wav,train,indicsynth_Bengali_00017,Bengali,6.420,
indicsynth_Bengali_00018.wav,train,indicsynth_Bengali_00018,Bengali,6.420,
indicsynth_Bengali_00019.wav,train,indicsynth_Bengali_00019,Bengali,6.420,
indicsynth_Bengali_00020.wav,train,indicsynth_Bengali_00020,Bengali,6.420,
indicsynth_Bengali_00021.wav,train,indicsynth_Bengali_00021,Bengali,6.420,
indicsynth_Bengali_00022.wav,train,indicsynth_Bengali_00022,Bengali,6.420,
indicsynth_Bengali_00023.wav,train,indicsynth_Bengali_00023,Bengali,6.420,
indicsynth_Bengali_00024.wav,train,indicsynth_Bengali_00024,Bengali,6.420,
indicsynth_Bengali_00025.wav,train,indicsynth_Bengali_00025,Bengali,6.420,
indicsynth_Bengali_00026.wav,train,indicsynth_Bengali_00026,Bengali,6.420,
indicsynth_Bengali_00027.wav,train,indicsynth_Bengali_00027,Bengali,6.420,
indicsynth_Bengali_00028.wav,train,indicsynth_Bengali_00028,Bengali,6.420,
indicsynth_Bengali_00029.wav,train,indicsynth_Bengali_00029,Bengali,6.420,
indicsynth_Bengali_00030.wav,train,indicsynth_Bengali_00030,Bengali,6.420,
indicsynth_Bengali_00031.wav,train,indicsynth_Bengali_00031,Bengali,6.420,
indicsynth_Bengali_00032.wav,train,indicsynth_Bengali_00032,Bengali,6.420,
indicsynth_Bengali_00033.wav,train,indicsynth_Bengali_00033,Bengali,6.420,
indicsynth_Bengali_00034.wav,train,indicsynth_Bengali_00034,Bengali,6.420,
indicsynth_Bengali_00035.wav,train,indicsynth_Bengali_00035,Bengali,6.420,
indicsynth_Bengali_00036.wav,train,indicsynth_Bengali_00036,Bengali,6.420,
indicsynth_Bengali_00037.wav,train,indicsynth_Bengali_00037,Bengali,6.420,
indicsynth_Bengali_00038.wav,train,indicsynth_Bengali_00038,Bengali,6.420,
indicsynth_Bengali_00039.wav,train,indicsynth_Bengali_00039,Bengali,6.420,
indicsynth_Bengali_00040.wav,train,indicsynth_Bengali_00040,Bengali,6.420,
indicsynth_Bengali_00041.wav,train,indicsynth_Bengali_00041,Bengali,6.420,
indicsynth_Bengali_00042.wav,train,indicsynth_Bengali_00042,Bengali,6.420,
indicsynth_Bengali_00043.wav,train,indicsynth_Bengali_00043,Bengali,6.420,
indicsynth_Bengali_00044.wav,train,indicsynth_Bengali_00044,Bengali,6.420,
indicsynth_Bengali_00045.wav,train,indicsynth_Bengali_00045,Bengali,6.420,
indicsynth_Bengali_00046.wav,train,indicsynth_Bengali_00046,Bengali,6.420,
indicsynth_Bengali_00047.wav,train,indicsynth_Bengali_00047,Bengali,6.420,
indicsynth_Bengali_00048.wav,train,indicsynth_Bengali_00048,Bengali,6.420,
indicsynth_Bengali_00049.wav,train,indicsynth_Bengali_00049,Bengali,6.420,
indicsynth_Bengali_00050.wav,train,indicsynth_Bengali_00050,Bengali,6.420,
indicsynth_Bengali_00051.wav,train,indicsynth_Bengali_00051,Bengali,6.420,
indicsynth_Bengali_00052.wav,train,indicsynth_Bengali_00052,Bengali,6.420,
indicsynth_Bengali_00053.wav,train,indicsynth_Bengali_00053,Bengali,6.420,
indicsynth_Bengali_00054.wav,train,indicsynth_Bengali_00054,Bengali,6.420,
indicsynth_Bengali_00055.wav,train,indicsynth_Bengali_00055,Bengali,6.420,
indicsynth_Bengali_00056.wav,train,indicsynth_Bengali_00056,Bengali,6.420,
indicsynth_Bengali_00057.wav,train,indicsynth_Bengali_00057,Bengali,6.420,
indicsynth_Bengali_00058.wav,train,indicsynth_Bengali_00058,Bengali,6.420,
indicsynth_Bengali_00059.wav,train,indicsynth_Bengali_00059,Bengali,8.360,
indicsynth_Bengali_00060.wav,train,indicsynth_Bengali_00060,Bengali,8.360,
indicsynth_Bengali_00061.wav,train,indicsynth_Bengali_00061,Bengali,8.360,
indicsynth_Bengali_00062.wav,train,indicsynth_Bengali_00062,Bengali,8.360,
indicsynth_Bengali_00063.wav,train,indicsynth_Bengali_00063,Bengali,8.360,
indicsynth_Bengali_00064.wav,train,indicsynth_Bengali_00064,Bengali,8.360,
indicsynth_Bengali_00065.wav,train,indicsynth_Bengali_00065,Bengali,8.360,
indicsynth_Bengali_00066.wav,train,indicsynth_Bengali_00066,Bengali,8.360,
indicsynth_Bengali_00067.wav,train,indicsynth_Bengali_00067,Bengali,8.360,
indicsynth_Bengali_00068.wav,train,indicsynth_Bengali_00068,Bengali,8.360,
indicsynth_Bengali_00069.wav,train,indicsynth_Bengali_00069,Bengali,8.360,
indicsynth_Bengali_00070.wav,train,indicsynth_Bengali_00070,Bengali,8.360,
indicsynth_Bengali_00071.wav,train,indicsynth_Bengali_00071,Bengali,8.360,
indicsynth_Bengali_00072.wav,train,indicsynth_Bengali_00072,Bengali,8.360,
indicsynth_Bengali_00073.wav,train,indicsynth_Bengali_00073,Bengali,8.360,
indicsynth_Bengali_00074.wav,train,indicsynth_Bengali_00074,Bengali,8.360,
indicsynth_Bengali_00075.wav,train,indicsynth_Bengali_00075,Bengali,8.360,
indicsynth_Bengali_00076.wav,train,indicsynth_Bengali_00076,Bengali,8.360,
indicsynth_Bengali_00077.wav,train,indicsynth_Bengali_00077,Bengali,8.360,
indicsynth_Bengali_00078.wav,train,indicsynth_Bengali_00078,Bengali,8.360,
indicsynth_Bengali_00079.wav,train,indicsynth_Bengali_00079,Bengali,8.360,
indicsynth_Bengali_00080.wav,train,indicsynth_Bengali_00080,Bengali,8.360,
indicsynth_Bengali_00081.wav,train,indicsynth_Bengali_00081,Bengali,8.360,
indicsynth_Bengali_00082.wav,train,indicsynth_Bengali_00082,Bengali,8.360,
indicsynth_Bengali_00083.wav,train,indicsynth_Bengali_00083,Bengali,8.360,
indicsynth_Bengali_00084.wav,train,indicsynth_Bengali_00084,Bengali,8.360,
indicsynth_Bengali_00085.wav,train,indicsynth_Bengali_00085,Bengali,8.360,
indicsynth_Bengali_00086.wav,train,indicsynth_Bengali_00086,Bengali,8.360,
indicsynth_Bengali_00087.wav,train,indicsynth_Bengali_00087,Bengali,8.360,
indicsynth_Bengali_00088.wav,train,indicsynth_Bengali_00088,Bengali,8.360,
indicsynth_Bengali_00089.wav,train,indicsynth_Bengali_00089,Bengali,8.360,
indicsynth_Bengali_00090.wav,train,indicsynth_Bengali_00090,Bengali,8.360,
indicsynth_Bengali_00091.wav,train,indicsynth_Bengali_00091,Bengali,8.360,
indicsynth_Bengali_00092.wav,train,indicsynth_Bengali_00092,Bengali,8.360,
indicsynth_Bengali_00093.wav,train,indicsynth_Bengali_00093,Bengali,8.360,
indicsynth_Bengali_00094.wav,train,indicsynth_Bengali_00094,Bengali,8.360,
indicsynth_Bengali_00095.wav,train,indicsynth_Bengali_00095,Bengali,8.360,
indicsynth_Bengali_00096.wav,train,indicsynth_Bengali_00096,Bengali,8.360,
indicsynth_Bengali_00097.wav,train,indicsynth_Bengali_00097,Bengali,8.360,
indicsynth_Bengali_00098.wav,train,indicsynth_Bengali_00098,Bengali,8.360,
indicsynth_Bengali_00099.wav,train,indicsynth_Bengali_00099,Bengali,8.360,
indicsynth_Bengali_00100.wav,train,indicsynth_Bengali_00100,Bengali,8.360,
indicsynth_Bengali_00101.wav,train,indicsynth_Bengali_00101,Bengali,8.360,
indicsynth_Bengali_00102.wav,train,indicsynth_Bengali_00102,Bengali,8.360,
indicsynth_Bengali_00103.wav,train,indicsynth_Bengali_00103,Bengali,8.360,
indicsynth_Bengali_00104.wav,train,indicsynth_Bengali_00104,Bengali,8.360,
indicsynth_Bengali_00105.wav,train,indicsynth_Bengali_00105,Bengali,8.360,
indicsynth_Bengali_00106.wav,train,indicsynth_Bengali_00106,Bengali,8.360,
indicsynth_Bengali_00107.wav,train,indicsynth_Bengali_00107,Bengali,8.360,
indicsynth_Bengali_00108.wav,train,indicsynth_Bengali_00108,Bengali,8.360,
indicsynth_Bengali_00109.wav,train,indicsynth_Bengali_00109,Bengali,8.360,
indicsynth_Bengali_00110.wav,train,indicsynth_Bengali_00110,Bengali,8.360,
indicsynth_Bengali_00111.wav,train,indicsynth_Bengali_00111,Bengali,8.360,
indicsynth_Bengali_00112.wav,train,indicsynth_Bengali_00112,Bengali,8.360,
indicsynth_Bengali_00113.wav,train,indicsynth_Bengali_00113,Bengali,8.360,
indicsynth_Bengali_00114.wav,train,indicsynth_Bengali_00114,Bengali,8.360,
indicsynth_Bengali_00115.wav,train,indicsynth_Bengali_00115,Bengali,8.360,
indicsynth_Bengali_00116.wav,train,indicsynth_Bengali_00116,Bengali,8.360,
indicsynth_Bengali_00117.wav,train,indicsynth_Bengali_00117,Bengali,8.360,
indicsynth_Bengali_00118.wav,train,indicsynth_Bengali_00118,Bengali,5.800,
indicsynth_Bengali_00119.wav,train,indicsynth_Bengali_00119,Bengali,5.800,
indicsynth_Bengali_00120.wav,train,indicsynth_Bengali_00120,Bengali,5.800,
indicsynth_Bengali_00121.wav,train,indicsynth_Bengali_00121,Bengali,5.800,
indicsynth_Bengali_00122.wav,train,indicsynth_Bengali_00122,Bengali,5.800,
indicsynth_Bengali_00123.wav,train,indicsynth_Bengali_00123,Bengali,5.800,
indicsynth_Bengali_00124.wav,train,indicsynth_Bengali_00124,Bengali,5.800,
indicsynth_Bengali_00125.wav,train,indicsynth_Bengali_00125,Bengali,5.800,
indicsynth_Bengali_00126.wav,train,indicsynth_Bengali_00126,Bengali,5.800,
indicsynth_Bengali_00127.wav,train,indicsynth_Bengali_00127,Bengali,5.800,
indicsynth_Bengali_00128.wav,train,indicsynth_Bengali_00128,Bengali,5.800,
indicsynth_Bengali_00129.wav,train,indicsynth_Bengali_00129,Bengali,5.800,
indicsynth_Bengali_00130.wav,train,indicsynth_Bengali_00130,Bengali,5.800,
indicsynth_Bengali_00131.wav,train,indicsynth_Bengali_00131,Bengali,5.800,
indicsynth_Bengali_00132.wav,train,indicsynth_Bengali_00132,Bengali,5.800,
indicsynth_Bengali_00133.wav,train,indicsynth_Bengali_00133,Bengali,5.800,
indicsynth_Bengali_00134.wav,train,indicsynth_Bengali_00134,Bengali,5.800,
