filename,split,recording_id,language,duration_s,speaker_id
5348024558047867_chunk_1.flac,train,5348024558047867,hindi,25.694,S4259997700308565
5348024557925414_chunk_1.flac,train,5348024557925414,hindi,1.311,S4259161200398412
5348024557925414_chunk_2.flac,train,5348024557925414,hindi,0.832,S4259161200398412
5348024557925414_chunk_3.flac,train,5348024557925414,hindi,1.984,S4259161200398412
5348024557925414_chunk_4.flac,train,5348024557925414,hindi,3.902,S4259161200398412
5348024557925414_chunk_5.flac,train,5348024557925414,hindi,2.944,S4259161200398412
5348024557925414_chunk_6.flac,train,5348024557925414,hindi,8.128,S4259161200398412
5348024557925414_chunk_7.flac,train,5348024557925414,hindi,12.832,S4259161200398412
5348024557925414_chunk_8.flac,train,5348024557925414,hindi,11.680,S4259161200398412
5348024557925414_chunk_9.flac,train,5348024557925414,hindi,18.689,S4259161200398412
5348024557925414_chunk_10.flac,train,5348024557925414,hindi,4.768,S4259161200398412
5348024557925414_chunk_11.flac,train,5348024557925414,hindi,5.247,S4259161200398412
5348024557925414_chunk_12.flac,train,5348024557925414,hindi,3.134,S4259161200398412
5348024557925414_chunk_13.flac,train,5348024557925414,hindi,11.487,S4259161200398412
5348024557925414_chunk_14.flac,train,5348024557925414,hindi,1.889,S4259161200398412
5348024557925414_chunk_15.flac,train,5348024557925414,hindi,6.593,S4259161200398412
5348024557925414_chunk_16.flac,train,5348024557925414,hindi,1.505,S4259161200398412
5348024557925414_chunk_17.flac,train,5348024557925414,hindi,2.655,S4259161200398412
5348024557965042_chunk_1.flac,train,5348024557965042,hindi,0.671,S4258240200343210
5348024557964171_chunk_1.flac,holdout,5348024557964171,hindi,0.866,S4259552600341552
5348024557882433_chunk_1.flac,train,5348024557882433,hindi,8.033,S4259918700378788
5348024558023808_chunk_1.flac,train,5348024558023808,hindi,5.986,S4258001600313548
5348024557964212_chunk_1.flac,train,5348024557964212,hindi,0.474,S4257309100325731
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_1.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,2.022,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_2.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,0.746,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_3.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,0.448,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_4.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,2.309,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_5.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,1.790,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_6.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,4.478,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_7.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,2.463,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_8.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,1.888,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_9.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,3.135,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_10.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,0.664,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_11.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,2.003,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_12.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,2.945,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_13.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,4.384,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_14.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,3.218,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_15.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,2.735,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_16.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,1.312,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_17.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,1.265,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_18.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,1.502,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_19.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,1.791,S4258542300388489
efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0_chunk_20.flac,holdout,efdad5d7-6f61-4a17-aa3a-34fde6da6b87_0,hindi,3.571,S4258542300388489
5348024558076061_chunk_1.flac,train,5348024558076061,hindi,21.170,S4257492300320508
5348024557665278_chunk_1.flac,train,5348024557665278,hindi,25.259,S4259144400367995
5348024558044200_chunk_1.flac,holdout,5348024558044200,hindi,18.886,S4257955300399195
5348024557982977_chunk_1.flac,train,5348024557982977,hindi,0.814,S4259586500396979
5348024557906467_chunk_1.flac,holdout,5348024557906467,hindi,15.508,S4259002800332100
f281ad03-5e6a-4a29-8953-f8bff0132cb5_0_chunk_1.flac,train,f281ad03-5e6a-4a29-8953-f8bff0132cb5_0,hindi,0.904,S4257603900371180
f281ad03-5e6a-4a29-8953-f8bff0132cb5_0_chunk_2.flac,train,f281ad03-5e6a-4a29-8953-f8bff0132cb5_0,hindi,0.447,S4257603900371180
f281ad03-5e6a-4a29-8953-f8bff0132cb5_0_chunk_3.flac,train,f281ad03-5e6a-4a29-8953-f8bff0132cb5_0,hindi,0.945,S4257603900371180
f281ad03-5e6a-4a29-8953-f8bff0132cb5_0_chunk_4.flac,train,f281ad03-5e6a-4a29-8953-f8bff0132cb5_0,hindi,1.471,S4257603900371180
f281ad03-5e6a-4a29-8953-f8bff0132cb5_0_chunk_5.flac,train,f281ad03-5e6a-4a29-8953-f8bff0132cb5_0,hindi,1.445,S4257603900371180
f281ad03-5e6a-4a29-8953-f8bff0132cb5_0_chunk_6.flac,train,f281ad03-5e6a-4a29-8953-f8bff0132cb5_0,hindi,1.165,S4257603900371180
f281ad03-5e6a-4a29-8953-f8bff0132cb5_0_chunk_7.flac,train,f281ad03-5e6a-4a29-8953-f8bff0132cb5_0,hindi,4.098,S4257603900371180
f281ad03-5e6a-4a29-8953-f8bff0132cb5_0_chunk_8.flac,train,f281ad03-5e6a-4a29-8953-f8bff0132cb5_0,hindi,7.110,S4257603900371180
f281ad03-5e6a-4a29-8953-f8bff0132cb5_0_chunk_9.flac,train,f281ad03-5e6a-4a29-8953-f8bff0132cb5_0,hindi,4.585,S4257603900371180
